iter	Passed	Remaining
432	1790	2344
433	1793	2339
434	1796	2333
435	1799	2327
436	1802	2322
437	1805	2316
438	1808	2310
439	1811	2305
440	1814	2300
441	1818	2295
442	1821	2290
443	1824	2284
444	1826	2278
445	1828	2271
446	1831	2266
447	1833	2259
448	1835	2252
449	1837	2245
450	1839	2238
451	1841	2232
452	1843	2225
453	1844	2218
454	1847	2213
455	1850	2208
456	1853	2202
457	1856	2196
458	1858	2190
459	1860	2184
460	1863	2178
461	1865	2172
462	1868	2167
463	1870	2160
464	1872	2154
465	1874	2147
466	1876	2141
467	1880	2137
468	1883	2132
469	1885	2126
470	1887	2120
471	1889	2113
472	1891	2107
473	1894	2102
474	1896	2096
475	1898	2090
476	1901	2084
477	1903	2078
478	1905	2072
479	1907	2066
480	1910	2061
481	1912	2055
482	1914	2049
483	1916	2043
484	1918	2037
485	1921	2032
486	1924	2027
487	1926	2021
488	1929	2015
489	1931	2010
490	1933	2004
491	1951	2015
492	1956	2011
493	1960	2008
494	1963	2003
495	1967	1999
496	1972	1996
497	1978	1993
498	1980	1988
499	1982	1982
500	1985	1977
501	1988	1972
502	1990	1967
503	1994	1962
504	1996	1957
505	1999	1952
506	2001	1946
507	2003	1940
508	2006	1935
509	2008	1929
510	2010	1924
511	2013	1918
512	2015	1913
513	2017	1907
514	2019	1901
515	2021	1896
516	2024	1891
517	2028	1887
518	2030	1881
519	2032	1876
520	2035	1871
521	2037	1865
522	2039	1860
523	2042	1855
524	2044	1849
525	2047	1845
526	2052	1842
527	2056	1838
528	2059	1833
529	2061	1828
530	2065	1824
531	2069	1820
532	2071	1815
533	2074	1810
534	2076	1804
535	2078	1799
536	2080	1793
537	2083	1789
538	2085	1783
539	2088	1778
540	2090	1773
541	2093	1768
542	2095	1763
543	2097	1758
544	2100	1753
545	2103	1749
546	2105	1743
547	2107	1738
548	2111	1734
549	2113	1729
550	2117	1725
551	2120	1721
552	2134	1725
553	2137	1720
554	2143	1718
555	2145	1713
556	2148	1708
557	2150	1703
558	2152	1698
559	2155	1693
560	2159	1689
561	2162	1685
562	2164	1680
563	2167	1675
564	2173	1673
565	2177	1669
566	2180	1665
567	2184	1661
568	2187	1657
569	2190	1652
570	2192	1647
571	2195	1642
572	2198	1637
573	2202	1634
574	2210	1633
575	2213	1629
576	2216	1624
577	2218	1619
578	2221	1614
579	2224	1610
580	2227	1606
581	2230	1602
582	2232	1597
583	2235	1592
584	2239	1588
585	2242	1584
586	2245	1579
587	2248	1575
588	2251	1570
589	2253	1565
590	2255	1560
591	2257	1555
592	2259	1550
593	2262	1546
594	2264	1541
595	2267	1536
596	2268	1531
597	2271	1526
598	2273	1522
599	2278	1518
600	2280	1514
601	2282	1509
602	2285	1504
603	2287	1499
604	2290	1495
605	2294	1491
606	2296	1487
607	2299	1482
608	2303	1478
609	2305	1473
610	2308	1469
611	2310	1465
612	2312	1460
613	2315	1455
614	2317	1450
615	2322	1447
616	2324	1442
617	2326	1438
618	2329	1433
619	2331	1428
620	2334	1424
621	2337	1420
622	2339	1415
623	2342	1411
624	2344	1406
625	2347	1402
626	2350	1398
627	2353	1394
628	2356	1389
629	2358	1385
630	2362	1381
631	2365	1377
632	2367	1372
633	2370	1368
634	2372	1363
635	2374	1358
636	2376	1354
637	2379	1350
638	2382	1345
639	2384	1341
640	2387	1337
641	2390	1333
642	2393	1328
643	2396	1324
644	2399	1320
645	2402	1316
646	2404	1312
647	2408	1308
648	2411	1304
649	2414	1299
650	2416	1295
651	2418	1291
652	2421	1286
653	2423	1282
654	2426	1278
655	2428	1273
656	2433	1270
657	2436	1266
658	2438	1261
659	2440	1257
660	2442	1252
661	2445	1248
662	2447	1244
663	2452	1240
664	2454	1236
665	2456	1232
666	2459	1228
667	2461	1223
668	2465	1219
669	2468	1215
670	2470	1211
671	2472	1206
672	2474	1202
673	2476	1198
674	2481	1194
675	2484	1190
676	2486	1186
677	2489	1182
678	2491	1177
679	2494	1173
680	2496	1169
681	2500	1165
682	2502	1161
683	2504	1156
684	2506	1152
685	2511	1149
686	2513	1145
687	2515	1140
688	2518	1136
689	2520	1132
690	2523	1128
691	2526	1124
692	2528	1120
693	2530	1115
694	2533	1111
695	2536	1107
696	2538	1103
697	2540	1099
698	2542	1094
699	2545	1090
700	2547	1086
701	2549	1082
702	2553	1078
703	2555	1074
704	2558	1070
705	2560	1066
706	2565	1063
707	2567	1059
708	2571	1055
709	2573	1051
710	2575	1046
711	2577	1042
712	2581	1039
713	2583	1034
714	2585	1030
715	2587	1026
716	2591	1022
717	2592	1018
718	2598	1015
719	2601	1011
720	2604	1007
721	2611	1005
722	2615	1002
723	2617	997
724	2620	993
725	2624	990
726	2626	986
727	2628	982
728	2631	978
729	2633	973
730	2634	969
731	2636	965
732	2637	960
733	2640	956
734	2643	952
735	2645	948
736	2647	944
737	2650	940
738	2652	936
739	2654	932
740	2656	928
741	2658	924
742	2660	920
743	2662	916
744	2664	912
745	2666	907
746	2668	903
747	2670	899
748	2672	895
749	2674	891
750	2676	887
751	2678	883
752	2680	879
753	2683	875
754	2685	871
755	2687	867
756	2689	863
757	2692	859
758	2694	855
759	2696	851
760	2698	847
761	2700	843
762	2702	839
763	2704	835
764	2706	831
765	2709	827
766	2711	823
767	2713	819
768	2715	815
769	2718	811
770	2720	807
771	2722	804
772	2724	800
773	2725	795
774	2728	792
775	2730	788
776	2732	784
777	2734	780
778	2736	776
779	2738	772
780	2741	768
781	2745	765
782	2750	762
783	2753	758
784	2755	754
785	2758	751
786	2763	747
787	2765	743
788	2767	740
789	2769	736
790	2772	732
791	2774	728
792	2776	724
793	2778	720
794	2780	717
795	2783	713
796	2786	709
797	2791	706
798	2793	702
799	2795	698
800	2798	695
801	2803	692
802	2805	688
803	2807	684
804	2809	680
805	2812	676
806	2814	673
807	2818	669
808	2820	665
809	2823	662
810	2826	658
811	2828	654
812	2837	652
813	2839	648
814	2843	645
815	2846	641
816	2851	638
817	2853	634
818	2856	631
819	2858	627
820	2860	623
821	2862	619
822	2863	615
823	2865	612
824	2867	608
825	2871	604
826	2872	600
827	2874	597
828	2876	593
829	2878	589
830	2880	585
831	2883	582
832	2885	578
833	2888	574
834	2890	571
835	2892	567
836	2894	563
837	2897	560
838	2899	556
839	2901	552
840	2904	549
841	2906	545
842	2908	541
843	2910	537
844	2912	534
845	2915	530
846	2917	526
847	2919	523
848	2922	519
849	2925	516
850	2927	512
851	2929	508
852	2931	505
853	2933	501
854	2935	497
855	2937	494
856	2939	490
857	2941	486
858	2944	483
859	2946	479
860	2948	475
861	2950	472
862	2953	468
863	2954	465
864	2956	461
865	2958	457
866	2960	454
867	2962	450
868	2965	447
869	2967	443
870	2969	439
871	2971	436
872	2974	432
873	2975	429
874	2977	425
875	2980	421
876	2982	418
877	2984	414
878	2987	411
879	2989	407
880	2991	404
881	2993	400
882	2995	396
883	2997	393
884	2999	389
885	3001	386
886	3003	382
887	3005	379
888	3007	375
889	3009	371
890	3011	368
891	3013	364
892	3015	361
893	3017	357
894	3019	354
895	3023	350
896	3025	347
897	3027	343
898	3029	340
899	3031	336
900	3036	333
901	3039	330
902	3043	326
903	3045	323
904	3050	320
905	3052	316
906	3056	313
907	3058	309
908	3061	306
909	3065	303
910	3067	299
911	3069	296
912	3072	292
913	3076	289
914	3079	286
915	3083	282
916	3085	279
917	3087	275
918	3089	272
919	3091	268
920	3095	265
921	3099	262
922	3102	258
923	3104	255
924	3107	251
925	3109	248
926	3113	245
927	3117	241
928	3120	238
929	3122	235
930	3125	231
931	3127	228
932	3129	224
933	3131	221
934	3134	217
935	3136	214
936	3138	211
937	3140	207
938	3143	204
939	3145	200
940	3147	197
941	3149	193
942	3151	190
943	3154	187
944	3156	183
945	3159	180
946	3161	176
947	3163	173
948	3165	170
949	3168	166
950	3173	163
951	3175	160
952	3178	156
953	3190	153
954	3192	150
955	3196	147
956	3199	143
957	3201	140
958	3204	136
959	3205	133
960	3207	130
961	3209	126
962	3212	123
963	3214	120
964	3217	116
965	3219	113
966	3222	109
967	3224	106
968	3243	103
969	3247	100
970	3249	97
971	3251	93
972	3254	90
973	3256	86
974	3259	83
975	3261	80
976	3263	76
977	3265	73
978	3267	70
979	3269	66
980	3274	63
981	3277	60
982	3280	56
983	3282	53
984	3284	50
985	3287	46
986	3289	43
987	3292	39
988	3294	36
989	3297	33
990	3299	29
991	3302	26
992	3304	23
993	3306	19
994	3308	16
995	3311	13
996	3314	9
997	3318	6
998	3321	3
999	3323	0
